date,id,city,district,address,coordinates,travel_time,condition,new_building,price,condominium_fee,condominium_operation_fee,condominium_financial_fee,condominium_land_rent_fee,area,rooms,floor,top_floor,balcony,sauna,beach,building_year,apartments_in_building,lvi_upcoming,lvi_past
2023-03-02,21958918.0,3,263,"Otto Brandtin polku 4 C, 00650 Helsinki","60.23341, 24.980457",29.0,3,0.0,234000.0,400.82,290.7,110.12,0.0,51.0,3.0,5.0,1.0,1,1,0,1998.0,63.0,0,1
2023-03-02,66822.0,2,130,"Etuniementie 3 C, 02230 Espoo","60.16019, 24.722632",36.0,3,0.0,299000.0,195.75,195.75,0.0,0.0,43.5,2.0,1.0,0.0,0,0,0,2016.0,,1,1
2023-03-02,62694.0,3,255,"Mäkelänkatu 22 A, 00510 Helsinki","60.193738, 24.957922",18.0,2,0.0,215000.0,341.55,307.8,33.75,0.0,45.0,2.0,3.0,0.0,0,0,0,1938.0,,0,0
2023-03-02,,3,234,"Kotinummentie 28a ja 28b A 2, 00730 Helsinki","60.259967, 25.011759",33.0,5,1.0,225900.0,1303.1799999999998,286.0,1017.18,0.0,44.0,2.0,1.0,0.0,0,0,0,2022.0,,0,0
2023-03-02,547427.0,3,170,"Kollikatu 4 B, 00240 Helsinki","60.21999, 24.930411",26.0,5,1.0,282869.34,489.58,356.2,133.38,0.0,52.0,3.0,1.0,0.0,1,0,0,2023.0,37.0,0,0
2023-03-02,548455.0,2,262,"Perilänkuja 4 A, 02600 Espoo","60.216015, 24.830462",35.0,3,0.0,189000.0,208.93,106.75,0.0,102.18,30.5,1.0,4.0,0.0,1,0,0,2020.0,54.0,0,1
2023-03-02,21875445.0,1,110,"Primavera 3 C, 01340 Vantaa","60.324252, 25.037519",33.0,3,0.0,216000.0,118.3,118.3,0.0,0.0,45.5,2.0,2.0,0.0,1,0,0,2016.0,76.0,1,1
2023-03-02,548515.0,3,202,"Strömsinlahdenkuja 1 E, 00820 Helsinki","60.20146, 25.066269",29.0,3,0.0,219000.0,310.86,274.5,36.36,0.0,45.0,2.0,2.0,0.0,1,0,0,1992.0,82.0,1,0
2023-03-02,20578603.0,3,251,"Merikatu 11 A, 00140 Helsinki","60.155706, 24.945407",16.0,2,0.0,345000.0,287.35,227.5,59.85,0.0,34.9,1.0,1.0,0.0,0,0,0,1905.0,13.0,0,1
2023-03-02,17170404.0,2,153,"Niittykatu 6, 02200 Espoo","60.168107, 24.760403",30.0,,1.0,267900.0,328.27,129.5,189.77,0.0,37.0,2.0,3.0,0.0,1,0,0,2022.0,,0,0
2023-03-02,21327200.0,2,118,"Kolkekannaksentie 19 F, 02720 Espoo","60.238935, 24.737068",40.0,3,0.0,229000.0,202.3,202.3,0.0,0.0,47.6,2.0,2.0,1.0,1,1,0,2014.0,22.0,0,0
2023-03-02,10147192.0,3,108,"Luoteisväylä 32 B, 00200 Helsinki","60.167842, 24.858872",25.0,2,0.0,259000.0,145.86,145.86,0.0,0.0,37.4,1.0,1.0,0.0,1,0,0,1961.0,29.0,0,0
2023-03-02,20151157.0,3,192,"Vanhanlinnantie 10 C, 00900 Helsinki","60.216005, 25.09319",25.0,2,0.0,179000.0,324.3,324.3,0.0,0.0,47.0,2.0,5.0,1.0,1,0,0,2000.0,78.0,1,0
2023-03-02,64750.0,3,191,"Rantakartanontie 7 B, 00910 Helsinki","60.214121, 25.102144",30.0,3,0.0,207000.0,251.64,251.64,0.0,0.0,47.5,2.0,1.0,0.0,1,0,0,1960.0,,0,0
2023-03-02,70062753.0,1,155,"Pohjoinen Nikinmäentie 17 C, 01490 Vantaa","60.349734, 25.133064",48.0,3,0.0,227000.0,305.0,255.0,50.0,0.0,50.0,2.0,1.0,1.0,0,1,0,2017.0,16.0,0,1
2023-03-02,20774161.0,1,35,"Kyläkaivontie 1 A, 01350 Vantaa","60.304727, 25.04799",31.0,2,0.0,187000.0,358.55,217.15,141.4,0.0,49.5,2.0,6.0,0.0,1,1,0,1984.0,42.0,1,1
2023-03-02,17169750.0,3,256,"Hämeentie 156 a, 00560 Helsinki","60.213043, 24.978216",29.0,3,,325000.0,418.95,418.95,0.0,0.0,57.0,3.0,2.0,0.0,1,0,0,1948.0,,0,0
2023-03-02,1342048.0,3,191,"Klaavunpolku 2, 00910 Helsinki","60.214072, 25.095656",23.0,3,0.0,199000.0,283.24,283.24,0.0,0.0,48.5,2.0,2.0,0.0,1,0,0,2000.0,73.0,0,0
2023-03-02,20621067.0,3,227,"Töölönkatu 56 B, 00250 Helsinki","60.184884, 24.91822",16.0,2,0.0,298000.0,268.0,220.0,48.0,0.0,40.0,1.0,2.0,0.0,0,0,0,1932.0,57.0,1,0
2023-03-02,20885751.0,3,188,"Iso Roobertinkatu 33 F, 00120 Helsinki","60.162281, 24.938348",8.0,3,0.0,324000.0,370.58,202.5,168.08,0.0,40.5,2.0,1.0,0.0,0,0,0,1914.0,61.0,0,0
2023-03-02,1341547.0,3,33,"Hitsaajankatu 13, 00810 Helsinki","60.192774, 25.030679",19.0,3,0.0,334000.0,320.65,320.65,0.0,0.0,53.0,2.0,4.0,0.0,1,1,0,2007.0,66.0,1,0
2023-03-02,20351550.0,3,20,"Viherniemenkatu 1 A, 00530 Helsinki","60.178572, 24.953317",10.0,3,0.0,285000.0,269.49,228.38,41.11,0.0,43.5,2.0,3.0,0.0,0,0,0,1938.0,40.0,0,0
2023-03-02,17169441.0,2,52,"Taka-Niipperintie 1 A 6, 02970 Espoo","60.300872, 24.738828",62.0,3,,198000.0,162.0,162.0,0.0,0.0,54.0,2.0,1.0,1.0,0,1,0,1988.0,,0,0
2023-03-02,67276.0,3,108,"Lauttasaarenmäki 4, 00200 Helsinki","60.16141, 24.865864",24.0,3,0.0,286900.0,1414.52,110.63,1303.89,0.0,30.0,1.0,4.0,0.0,0,0,0,2019.0,,0,0
2023-03-02,548693.0,3,147,"Tuulimyllyntie 7 B, 00920 Helsinki","60.224985, 25.066142",33.0,3,0.0,195000.0,277.2,277.2,0.0,0.0,52.0,2.0,3.0,0.0,1,0,0,1966.0,56.0,1,1
2023-03-02,542587.0,3,105,"Latokartanonkaari 41 A, 00790 Helsinki","60.234983, 25.038293",36.0,2,0.0,228500.0,359.9,359.9,0.0,0.0,59.0,2.0,3.0,0.0,1,0,0,2006.0,24.0,0,0
2023-03-02,17097519.0,3,53,"Sörnäistenlaituri 3 F 237, 00540 Helsinki","60.185025, 24.983836",19.0,3,,319500.0,132.0,132.0,0.0,0.0,33.5,2.0,5.0,0.0,1,0,0,2013.0,,1,0
2023-03-02,21036775.0,2,223,"Piilipuuntie 17 B, 02250 Espoo","60.187471, 24.739809",39.0,3,0.0,249000.0,235.05,230.05,0.0,0.0,53.5,2.0,3.0,0.0,1,1,0,2012.0,30.0,1,1
2023-03-02,20712978.0,3,34,"Hiihtomäentie 20 A, 00800 Helsinki","60.198541, 25.030046",22.0,3,0.0,309000.0,418.9,418.9,0.0,0.0,59.5,2.0,4.0,1.0,1,1,0,1953.0,72.0,1,0
2023-03-02,20233355.0,3,33,"Laivalahdenkaari 26 B, 00810 Helsinki","60.186914, 25.035956",23.0,3,0.0,359000.0,310.46,296.8,13.66,0.0,56.0,2.0,6.0,1.0,1,1,0,1999.0,51.0,0,0
2023-03-02,20759061.0,3,213,"Pilvenpyörteentie 15 A, 00700 Helsinki","60.248588, 25.029068",37.0,3,0.0,235000.0,392.49,269.5,0.0,122.99,49.0,2.0,2.0,1.0,1,1,0,2020.0,13.0,0,0
2023-03-02,20317596.0,3,255,"Mäkelänkatu 40 A, 00400 Helsinki","60.224209, 24.902575",26.0,3,0.0,269000.0,363.0,319.0,44.0,0.0,44.0,2.0,4.0,1.0,0,0,0,1946.0,21.0,0,1
2023-03-02,21255620.0,2,25,"Harmaalaakso 4 A 2, 02780 Espoo","60.175075, 24.615811",55.0,5,1.0,209000.0,786.57,144.0,480.92,151.65,45.0,2.0,1.0,0.0,1,0,0,2023.0,32.0,0,0
2023-03-02,21773391.0,3,15,"Ryytimaantie 5 A, 00320 Helsinki","60.215838, 24.90335",24.0,3,0.0,258000.0,275.0,275.0,0.0,0.0,55.0,2.0,3.0,0.0,1,0,0,1970.0,24.0,1,1
2023-03-02,20409625.0,3,143,"Huopalahdentie 19 A, 00330 Helsinki","60.201138, 24.883143",30.0,3,0.0,380000.0,165.6,165.6,0.0,0.0,46.0,2.0,2.0,0.0,1,1,0,2020.0,80.0,1,0
2023-03-02,20971920.0,3,34,"Siilikuja 2 B, 00800 Helsinki","60.208324, 25.037886",26.0,3,0.0,238000.0,132.0,132.0,0.0,0.0,33.0,1.0,3.0,0.0,1,0,0,2017.0,72.0,0,0
2023-03-02,21369883.0,3,226,"Hämeentie 27 C, 00500 Helsinki","60.187307, 24.96186",13.0,2,0.0,235000.0,251.67,218.7,32.97,0.0,40.5,1.0,5.0,0.0,0,0,0,1929.0,105.0,0,0
2023-03-02,21832841.0,3,6,"Arabiankatu 5 D, 00560 Helsinki","60.206364, 24.976031",25.0,3,0.0,329000.0,277.3,258.5,18.8,0.0,47.0,2.0,3.0,0.0,1,1,0,2001.0,60.0,1,1
2023-03-02,21740350.0,3,205,"Raisiontie 6 E, 00280 Helsinki","60.198169, 24.906278",24.0,3,0.0,289000.0,188.0,188.0,0.0,0.0,39.0,2.0,4.0,1.0,1,0,0,1951.0,54.0,1,1
2023-03-02,21390645.0,3,227,"Topeliuksenkatu 10 B, 00250 Helsinki","60.184343, 24.91712",17.0,2,0.0,312000.0,255.15,220.5,34.65,0.0,45.0,2.0,1.0,0.0,0,0,0,1938.0,40.0,1,0
2023-03-02,21698948.0,1,257,"Emännänkuja 1 E, 01670 Vantaa","60.283075, 24.872238",37.0,3,0.0,160000.0,298.26,199.75,98.51,0.0,47.0,2.0,3.0,1.0,1,0,0,1983.0,66.0,1,1
2023-03-02,21000532.0,3,243,"Harjutorinkatu 1 A, 00500 Helsinki","60.186483, 24.957577",17.0,3,0.0,355000.0,332.78,174.0,158.78,0.0,45.0,2.0,7.0,1.0,0,0,0,1928.0,102.0,1,0
2023-03-02,17169235.0,3,49,"Vuorenjuuri 5, 00410 Helsinki","60.247726, 24.849199",36.0,3,,161500.0,192.5,192.5,0.0,0.0,35.0,1.0,3.0,0.0,1,1,0,2003.0,,0,0
2023-03-02,1341597.0,2,221,"Kastevuorenkuja 3, 02360 Espoo","60.138546, 24.675386",40.0,2,0.0,198000.0,395.52,268.8,126.72,0.0,51.5,2.0,3.0,0.0,1,0,0,1971.0,202.0,1,0
2023-03-02,1341394.0,3,139,"Haapaniemenkatu 16, 00530 Helsinki","60.179226, 24.960836",17.0,2,0.0,255000.0,411.16,325.5,85.66,0.0,52.5,2.0,10.0,0.0,1,0,0,1974.0,462.0,1,1
2023-03-02,1342067.0,3,227,"Sibeliuksenkatu 4, 00260 Helsinki","60.182801, 24.92415",11.0,3,0.0,249000.0,246.23,120.6,125.63,0.0,32.0,1.0,4.0,0.0,1,0,0,1954.0,61.0,0,0
2023-03-02,1341240.0,3,86,"Juhana Herttuan tie 10-14, 0600 Helsinki","60.219134, 24.968594",34.0,2,0.0,158000.0,293.12,293.12,0.0,0.0,53.1,2.0,4.0,0.0,0,0,0,1973.0,127.0,1,1
2023-03-02,548642.0,3,255,"Sturenkatu 38 A, 00550 Helsinki","60.19586, 24.959247",19.0,,0.0,265000.0,334.6,268.0,66.6,0.0,40.0,1.0,4.0,1.0,0,0,0,1927.0,39.0,1,0
2023-03-02,20935122.0,2,130,"Pyyntitie 1 A, 02230 Espoo","60.158411, 24.735637",32.0,3,0.0,332000.0,962.57,152.25,810.32,0.0,43.5,2.0,12.0,0.0,1,0,0,2018.0,134.0,0,0
2023-03-02,21731739.0,1,51,"Kaivokselantie 5 i, 01610 Vantaa","60.265918, 24.872428",41.0,3,0.0,186000.0,335.4,128.7,206.7,0.0,39.0,2.0,2.0,1.0,1,0,0,2019.0,75.0,0,0
2023-03-02,1342348.0,3,94,"Maisemamaalauksenkatu 6 G 154, 00430 Helsinki","60.259224, 24.883658",40.0,5,1.0,243100.0,543.15,178.5,364.65,96.18,42.0,2.0,3.0,0.0,1,0,0,,50.0,0,0
2023-03-02,1341714.0,3,108,"Vattuniemenkatu 14, 00210 Helsinki","60.151652, 24.885251",25.0,3,0.0,349000.0,689.3,282.5,406.8,0.0,56.5,2.0,1.0,0.0,1,0,0,1977.0,51.0,0,1
2023-03-02,20386040.0,3,255,"Teollisuuskatu 28 A, 00520 Helsinki","60.195714, 24.942216",18.0,3,0.0,349500.0,1464.15,156.95,1163.58,143.62,43.0,2.0,1.0,0.0,1,0,0,2019.0,88.0,0,0
2023-03-02,20319238.0,3,126,"Luutnantinpolku 6 B, 00410 Helsinki","60.245943, 24.866939",29.0,3,0.0,219000.0,255.0,255.0,0.0,0.0,50.0,2.0,2.0,0.0,1,0,0,2018.0,97.0,1,0
2023-03-02,20264214.0,3,164,"Mikkolantie 4 D, 00640 Helsinki","60.233653, 24.9732",25.0,3,0.0,265000.0,247.95,247.95,0.0,0.0,43.5,2.0,2.0,0.0,1,0,0,2014.0,64.0,1,0
2023-03-02,21168741.0,3,255,"Lohjantie 3 C, 00550 Helsinki","60.193124, 24.962146",16.0,3,0.0,274000.0,395.2,235.6,159.6,0.0,38.0,2.0,2.0,0.0,1,0,0,1963.0,27.0,0,1
2023-03-02,1338883.0,1,168,"Väinö Tannerin tie 9, 01510 Vantaa","60.290275, 24.951007",47.0,3,0.0,218000.0,208.55,208.55,0.0,0.0,48.5,2.0,4.0,1.0,1,1,0,2007.0,29.0,1,0
2023-03-02,1341281.0,2,26,"Ahvenevä 4, 02170 Espoo","60.165494, 24.774282",28.0,3,0.0,185000.0,258.4,146.2,112.2,0.0,34.0,1.0,1.0,0.0,0,0,0,1962.0,27.0,0,0
2023-03-02,17168741.0,3,4,"Porvoonkatu 39 B 24, 00520 Helsinki","60.19301, 24.940318",19.0,3,,289000.0,247.8,247.8,0.0,0.0,42.0,2.0,2.0,0.0,0,0,0,1960.0,,0,0
2023-03-02,21817938.0,3,205,"Maskuntie 10 A, 00280 Helsinki","60.200316, 24.908843",27.0,2,0.0,338000.0,444.72,267.75,176.97,0.0,51.0,2.0,1.0,0.0,1,0,0,1951.0,12.0,0,0
2023-03-02,1341773.0,3,170,"Postiljooninkatu 19, 00240 Helsinki","60.217493, 24.924178",30.0,3,0.0,239000.0,305.55,305.55,0.0,0.0,48.5,2.0,2.0,0.0,1,0,0,2020.0,57.0,0,0
2023-03-02,20703427.0,3,227,"Humalistonkatu 7 A, 00250 Helsinki","60.184665, 24.91961",15.0,3,0.0,298000.0,415.1,210.0,205.1,0.0,35.0,1.0,5.0,0.0,0,0,0,1936.0,74.0,1,1
2023-03-02,17167141.0,3,260,"Rantakartanontie 3, 00910 Helsinki","60.212917, 25.104549",32.0,2,,218000.0,286.0,286.0,0.0,0.0,55.5,3.0,1.0,0.0,1,0,0,1960.0,,0,0
2023-03-02,548689.0,3,102,"Laurinmäenkuja 3 C, 00440 Helsinki","60.233389, 24.883727",23.0,5,1.0,230000.0,669.9,145.5,524.4,0.0,30.0,1.0,5.0,1.0,1,0,0,2025.0,69.0,0,0
2023-03-02,548688.0,3,102,"Laurinmäenkuja 3 C, 00440 Helsinki","60.233389, 24.883727",23.0,5,1.0,328000.0,978.98,230.38,748.6,0.0,47.5,2.0,4.0,0.0,1,0,0,2025.0,69.0,0,0
2023-03-02,548687.0,3,102,"Laurinmäenkuja 3 C, 00440 Helsinki","60.233389, 24.883727",23.0,5,1.0,222000.0,650.9,145.5,505.4,0.0,30.0,1.0,3.0,0.0,1,0,0,2025.0,69.0,0,0
2023-03-02,548685.0,3,102,"Laurinmäenkuja 3 C, 00440 Helsinki","60.233389, 24.883727",23.0,5,1.0,313000.0,944.78,230.38,714.4,0.0,47.5,2.0,2.0,0.0,1,0,0,2025.0,69.0,0,0
2023-03-02,548683.0,3,102,"Laurinmäenkuja 3 C, 00440 Helsinki","60.233389, 24.883727",23.0,5,1.0,208000.0,620.5,145.5,475.0,0.0,30.0,1.0,2.0,0.0,1,0,0,2025.0,69.0,0,0
2023-03-02,548679.0,3,102,"Laurinmäenkuja 3 A, 00440 Helsinki","60.233389, 24.883727",23.0,5,1.0,360000.0,1077.85,257.05,820.8,0.0,53.0,3.0,7.0,0.0,1,0,0,2025.0,69.0,0,0
2023-03-02,548676.0,3,102,"Laurinmäenkuja 3 A, 00440 Helsinki","60.233389, 24.883727",23.0,5,1.0,279000.0,813.53,177.03,636.5,0.0,36.5,2.0,4.0,0.0,1,0,0,2025.0,69.0,0,0
2023-03-02,548674.0,3,102,"Laurinmäenkuja 3 A, 00440 Helsinki","60.233389, 24.883727",23.0,5,1.0,242000.0,701.35,150.35,551.0,0.0,31.0,1.0,5.0,0.0,1,0,0,2025.0,69.0,0,0
2023-03-02,548673.0,3,102,"Laurinmäenkuja 3 C, 00440 Helsinki","60.233389, 24.883727",23.0,5,1.0,230000.0,669.9,145.5,524.4,0.0,30.0,1.0,5.0,1.0,1,0,0,2025.0,69.0,0,0
2023-03-02,548672.0,3,102,"Laurinmäenkuja 3 C, 00440 Helsinki","60.233389, 24.883727",23.0,5,1.0,208000.0,620.5,145.5,475.0,0.0,30.0,1.0,2.0,0.0,1,0,0,2025.0,69.0,0,0
2023-03-02,548668.0,3,102,"Laurinmäenkuja 3 A, 00440 Helsinki","60.233389, 24.883727",23.0,5,1.0,221000.0,653.85,150.35,503.5,0.0,31.0,1.0,1.0,0.0,0,0,0,2025.0,69.0,0,0
2023-03-02,548654.0,3,102,"Laurinmäenkuja 3 A, 00440 Helsinki","60.233389, 24.883727",23.0,5,1.0,320000.0,986.65,257.05,729.6,0.0,53.0,3.0,1.0,0.0,1,0,0,2025.0,69.0,0,0
2023-03-02,21765351.0,3,120,"Hiihtomäentie 20 A, 00800 Helsinki","60.198541, 25.030046",22.0,3,0.0,278000.0,404.7,404.7,0.0,0.0,58.3,2.0,1.0,0.0,1,0,0,1953.0,72.0,1,0
2023-03-02,51315.0,3,108,"Vattuniemenkuja 6 A, 00210 Helsinki","60.15323, 24.883439",24.0,3,0.0,399000.0,1925.9099999999999,223.1,1702.81,0.0,48.5,2.0,4.0,0.0,1,0,0,2020.0,,0,0
2023-03-02,20998137.0,2,38,"Iivisniemenkuja 4 D, 02260 Espoo","60.1494, 24.693614",31.0,2,0.0,153000.0,261.87,239.21,22.66,0.0,59.0,2.0,1.0,0.0,0,0,0,1968.0,144.0,0,1
2023-03-02,20734957.0,3,34,"Hiihtomäentie 20 B, 00800 Helsinki","60.198541, 25.030046",22.0,2,0.0,265000.0,417.81,404.7,13.11,0.0,58.3,2.0,1.0,0.0,1,0,0,1953.0,72.0,1,0
2023-03-02,17168592.0,3,167,"Välitalontie 71, 00660 Helsinki","60.24606, 24.925914",38.0,3,1.0,249447.1,298.13,298.13,0.0,0.0,37.5,2.0,1.0,0.0,1,0,0,2023.0,,0,0
2023-03-02,1340838.0,3,59,"Hietalahdenkatu 5, 00180 Helsinki","60.164108, 24.926914",15.0,2,0.0,290000.0,278.74,271.6,0.0,0.0,42.0,1.0,3.0,0.0,0,0,0,1902.0,40.0,1,0
2023-03-02,70063263.0,2,268,"Viherkalliontie 7 E, 02710 Espoo","60.227907, 24.747456",45.0,3,0.0,176000.0,404.25,240.0,164.25,0.0,55.0,2.0,1.0,0.0,1,0,0,1970.0,129.0,1,0
2023-03-02,,2,240,"Korkoontie 4 A 9, 02330 Espoo","60.169373, 24.622609",53.0,3,0.0,288000.0,222.75,222.75,0.0,0.0,49.5,2.0,3.0,0.0,1,1,0,2021.0,40.0,0,0
2023-03-02,20921411.0,3,229,"Taiteentekijäntie 8 D, 00350 Helsinki","60.207504, 24.858104",39.0,2,0.0,219000.0,384.0,384.0,0.0,0.0,59.5,2.0,4.0,1.0,1,1,0,1994.0,59.0,1,0
2023-03-02,20751999.0,3,55,"Helsinginkatu 16 C, 00500 Helsinki","60.186855, 24.9537",15.0,3,0.0,329000.0,271.2,271.2,0.0,0.0,48.0,2.0,2.0,0.0,0,0,0,1927.0,84.0,1,1
2023-03-02,20646885.0,1,51,"Kaivokselantie 5 M, 01610 Vantaa","60.266668, 24.872379",40.0,3,0.0,150000.0,693.88,139.2,397.21,157.47,43.5,2.0,5.0,0.0,1,0,0,2019.0,89.0,1,0
2023-03-02,70006348.0,3,170,"Metsäläntie 8 B A30, 00240 Helsinki","60.2205, 24.927233",22.0,4,1.0,339150.0,570.8,267.75,303.05,225.92,59.5,2.0,5.0,0.0,1,0,0,2024.0,52.0,0,0
2023-03-02,70006345.0,3,170,"Metsäläntie 8 B A27, 00240 Helsinki","60.2205, 24.927233",22.0,4,1.0,228375.0,345.91,141.75,204.16,119.61,31.5,1.0,5.0,0.0,1,0,0,2024.0,52.0,0,0
2023-03-02,70006347.0,3,170,"Metsäläntie 8 B A29, 00240 Helsinki","60.2205, 24.927233",22.0,4,1.0,266175.0,442.09,204.75,237.34,172.76,45.5,2.0,5.0,0.0,1,0,0,2024.0,52.0,0,0
2023-03-02,70021670.0,3,183,"Metsäläntie 8 A A38, 00240 Helsinki","60.2205, 24.927233",22.0,4,1.0,307500.0,391.81,212.5,179.31,180.45,50.0,2.0,7.0,0.0,1,0,0,2023.0,46.0,0,0
2023-03-02,70021677.0,3,183,"Metsäläntie 8 A A39, 00240 Helsinki","60.2205, 24.927233",22.0,4,1.0,286700.0,366.97,199.75,167.22,169.62,47.0,2.0,7.0,0.0,1,0,0,2023.0,46.0,0,0
2023-03-02,70006344.0,3,170,"Metsäläntie 8 B A26, 00240 Helsinki","60.2205, 24.927233",22.0,4,1.0,228375.0,345.91,141.75,204.16,119.61,31.5,1.0,5.0,0.0,1,0,0,2024.0,52.0,0,0
2023-03-02,70021663.0,3,183,"Metsäläntie 8 A A37, 00240 Helsinki","60.2205, 24.927233",22.0,4,1.0,310575.0,396.02,214.63,181.39,182.25,50.5,2.0,7.0,0.0,1,0,0,2023.0,46.0,0,0
2023-03-02,70021648.0,3,183,"Metsäläntie 8 A A36, 00240 Helsinki","60.2205, 24.927233",22.0,4,1.0,286700.0,366.97,199.75,167.22,169.62,47.0,2.0,7.0,0.0,1,0,0,2023.0,46.0,0,0
2023-03-02,70063383.0,2,236,"Revontulentie 11 D, 02100 Espoo","60.172133, 24.804201",27.0,3,0.0,365000.0,262.5,262.5,0.0,0.0,52.5,2.0,1.0,0.0,1,1,0,2013.0,51.0,0,0
2023-03-02,20503872.0,3,77,"Vuorikatu 6 A, 00100 Helsinki","60.170567, 24.947179",5.0,3,0.0,398000.0,299.2,242.0,57.2,0.0,44.0,2.0,2.0,0.0,0,0,0,1922.0,63.0,0,0
2023-03-02,1398.0,2,159,"Piispanportti 7 B38, 02240 Espoo","60.164168, 24.732516",37.0,3,1.0,290625.0,353.4,190.65,162.75,0.0,46.5,2.0,1.0,0.0,0,0,0,2023.0,63.0,0,0
2023-03-02,20277643.0,3,108,"Pohjoiskaari 14, 00200 Helsinki","60.161, 24.89177",19.0,3,0.0,359000.0,430.2,247.5,182.7,0.0,45.0,2.0,1.0,0.0,0,0,0,1953.0,18.0,0,0
2023-03-02,17168251.0,2,130,"Markkinakatu 4, 02230 Espoo","60.160451, 24.736147",31.0,3,0.0,258000.0,224.32,204.75,19.57,0.0,45.5,2.0,2.0,0.0,1,1,0,2007.0,40.0,0,0
2023-03-02,20942044.0,3,164,"Patolantie 6 -8, 00640 Helsinki","60.232605, 24.969658",23.0,2,0.0,195000.0,292.01,236.9,55.11,0.0,51.5,2.0,2.0,0.0,1,0,0,1980.0,49.0,1,0
2023-03-02,1338817.0,3,55,"Papinkuja 2, 00530 Helsinki","60.185355, 24.949072",15.0,2,0.0,279000.0,240.75,240.75,0.0,0.0,54.0,2.0,4.0,0.0,1,0,0,1957.0,87.0,1,0
2023-03-02,21765594.0,3,227,"Linnankoskenkatu 8 B, 00250 Helsinki","60.185229, 24.918788",16.0,3,0.0,371000.0,321.0,280.0,41.0,0.0,50.0,2.0,2.0,0.0,0,0,0,1937.0,72.0,1,0
2023-03-02,1341735.0,3,227,"Valhallankatu 13, 00250 Helsinki","60.185316, 24.913009",21.0,3,0.0,330000.0,292.5,292.5,0.0,0.0,45.0,3.0,2.0,0.0,1,0,0,1939.0,24.0,0,0
2023-03-02,548730.0,1,149,"Kilterinkuja 2 C B, 01600 Vantaa","60.256904, 24.854227",30.0,5,1.0,209250.0,431.0,138.0,293.0,0.0,30.0,1.0,4.0,0.0,1,0,0,2023.0,63.0,0,0
2023-03-02,548727.0,1,149,"Kilterinkuja 2 C B, 01600 Vantaa","60.256904, 24.854227",30.0,5,1.0,206250.0,427.0,138.0,289.0,0.0,30.0,1.0,3.0,0.0,1,0,0,2023.0,63.0,0,0
2023-03-02,548725.0,1,149,"Kilterinkuja 2 C B, 01600 Vantaa","60.256904, 24.854227",30.0,5,1.0,203250.0,423.0,138.0,285.0,0.0,30.0,1.0,2.0,0.0,1,0,0,2023.0,63.0,0,0
2023-03-02,21615288.0,3,4,"Porvoonkatu 32 C, 00520 Helsinki","60.193593, 24.938459",17.0,3,0.0,375000.0,252.2,213.2,39.0,0.0,53.0,2.0,4.0,1.0,0,0,0,1955.0,36.0,1,0
2023-03-02,,3,178,"Korppaanmäentie 6 D 38, 00300 Helsinki","60.207669, 24.891804",28.0,3,0.0,265000.0,348.95000000000005,335.1,13.85,0.0,57.0,2.0,1.0,0.0,1,0,0,1989.0,44.0,0,0
2023-03-02,20324064.0,3,55,"Toinen linja 31 C, 00530 Helsinki","60.184019, 24.942604",12.0,3,0.0,284000.0,260.88,188.0,72.88,0.0,40.0,2.0,5.0,0.0,1,0,0,1937.0,111.0,1,0
2023-03-02,21012977.0,3,192,"Kuusistonlinnantie 3 A, 00900 Helsinki","60.216597, 25.088109",27.0,3,0.0,192000.0,254.28,237.98,16.30000000000001,0.0,55.5,2.0,1.0,0.0,1,0,0,1964.0,66.0,0,0
2023-03-02,66730.0,1,110,"Leinelän puistotie 10 B, 01340 Vantaa","60.323645, 25.041863",35.0,3,0.0,258000.0,245.25,245.25,0.0,0.0,54.5,3.0,5.0,1.0,1,0,0,2018.0,,1,0
2023-03-02,21759674.0,3,135,"Tukholmankatu 15 A, 00270 Helsinki","60.191481, 24.905079",21.0,3,0.0,329000.0,275.0,275.0,0.0,0.0,52.0,2.0,1.0,0.0,0,0,0,1951.0,11.0,0,0
2023-03-02,,3,89,"Koirasaarentie 50 B 43, 00590 Helsinki","60.169031, 25.017524",38.0,3,0.0,269000.0,127.72,127.72,0.0,0.0,44.5,2.0,6.0,1.0,1,0,0,2020.0,67.0,0,0
2023-03-02,21843426.0,2,116,"Helmipöllönkatu 7 B, 02680 Espoo","60.242488, 24.822728",38.0,3,0.0,265000.0,155.15,155.15,0.0,0.0,53.5,2.0,1.0,0.0,0,1,0,2017.0,52.0,0,0
2023-03-02,21123247.0,3,270,"Ristiretkeläistenkatu 3-5 F, 00710 Helsinki","60.228622, 24.98851",36.0,3,0.0,217000.0,338.92,153.55,185.37,0.0,37.0,1.0,1.0,0.0,0,1,0,2015.0,38.0,1,0
2023-03-02,20811274.0,2,65,"Kauppiaantanhua 3 D, 02780 Espoo","60.19911, 24.609628",50.0,3,0.0,199000.0,413.28,299.3,113.98,0.0,41.0,2.0,1.0,0.0,1,0,0,2019.0,27.0,0,0
2023-03-02,21900087.0,3,224,"Vaskihuhdantie 14 C, 00740 Helsinki","60.275178, 25.010152",43.0,3,0.0,222000.0,255.85,155.85,100.0,0.0,55.2,2.0,1.0,1.0,0,1,0,1986.0,7.0,0,0
