date,id,city,district,address,coordinates,travel_time,condition,new_building,price,condominium_fee,condominium_operation_fee,condominium_financial_fee,condominium_land_rent_fee,area,rooms,floor,top_floor,balcony,sauna,beach,building_year,apartments_in_building,lvi_upcoming,lvi_past
2023-03-02,1335208.0,3,274,"Isonvillasaarentie 12, 00960 Helsinki","60.220061, 25.141882",42.0,3,0.0,159000.0,283.2,283.2,0.0,0.0,47.0,2.0,1.0,0.0,1,0,0,1965.0,661.0,0,0
2023-03-02,17070771.0,3,88,"Kirjatyöntekijänkatu 8 A, 00170 Helsinki","60.176088, 24.956561",13.0,3,,317000.0,206.25,206.25,0.0,0.0,37.5,2.0,5.0,0.0,0,0,0,1958.0,,0,0
2023-03-02,,3,19,"Steniuksentie 26 A 7, 00320 Helsinki","60.215261, 24.897185",24.0,3,0.0,222000.0,239.7,108.8,130.9,0.0,30.0,1.0,2.0,0.0,0,0,0,1961.0,32.0,0,0
2023-03-02,70034673.0,1,218,"Koivukyläntie 51 B, 01350 Vantaa","60.316329, 25.038735",44.0,3,0.0,189000.0,615.95,174.6,441.35,0.0,48.5,2.0,6.0,0.0,1,0,0,2014.0,42.0,0,0
2023-03-02,1400.0,2,159,"Piispanportti 7 B40, 02240 Espoo","60.164168, 24.732516",37.0,3,1.0,297620.0,355.27,188.6,166.67,0.0,46.0,2.0,2.0,0.0,0,0,0,2023.0,63.0,0,0
2023-03-02,9859909.0,3,145,"Ulvilantie 29 / 5 B, 00350 Helsinki","60.206999, 24.872489",39.0,3,0.0,209000.0,327.76,165.0,162.76,0.0,37.5,1.0,3.0,1.0,0,0,0,1960.0,470.0,0,0
2023-03-02,20382528.0,3,136,"Tankomäenkatu 11 A 5, 00950 Helsinki","60.225917, 25.123554",39.0,5,1.0,179000.0,386.9,129.5,166.7,90.7,37.0,2.0,2.0,0.0,1,0,0,2023.0,28.0,0,0
2023-03-02,21685259.0,3,187,"Eskolantie 16 E, 00720 Helsinki","60.247339, 24.991064",25.0,3,0.0,199000.0,204.0,204.0,0.0,0.0,51.0,2.0,3.0,0.0,1,1,0,1983.0,98.0,1,0
2023-03-02,,1,51,"Kaivokselantie 5, 01610 Vantaa","60.266046, 24.873932",38.0,3,0.0,243000.0,434.29999999999995,166.65,267.65,0.0,50.5,3.0,7.0,1.0,1,0,0,2019.0,75.0,0,0
2023-03-02,21272137.0,3,108,"Pohjoiskaari 12 A, 00200 Helsinki","60.160443, 24.892141",20.0,3,0.0,269000.0,628.5,600.0,28.5,0.0,50.0,3.0,1.0,0.0,0,0,0,1939.0,39.0,1,0
2023-03-02,21905261.0,3,102,"Pronssitie 2 A, 00440 Helsinki","60.230915, 24.883325",18.0,2,0.0,178000.0,318.0,318.0,0.0,0.0,59.5,2.0,1.0,0.0,1,0,0,1977.0,27.0,0,0
2023-03-02,21748596.0,2,130,"Matinpuronkuja 2 E, 02230 Espoo","60.162289, 24.753404",37.0,3,0.0,357000.0,1142.4,208.25,934.15,0.0,59.5,2.0,4.0,0.0,1,1,0,2015.0,46.0,1,0
2023-03-02,1338024.0,2,112,"Sokerilinnantie 1, 02600 Espoo","60.215618, 24.812475",24.0,3,0.0,228000.0,172.8,172.8,0.0,0.0,36.0,2.0,3.0,0.0,1,1,0,1997.0,50.0,0,0
2023-03-02,1337987.0,2,26,"Ahventie 5, 02170 Espoo","60.166304, 24.775356",29.0,2,0.0,238000.0,306.8,306.8,0.0,0.0,56.0,2.0,3.0,0.0,1,0,0,1978.0,17.0,0,0
2023-03-02,20507385.0,3,255,"Teollisuuskatu 34 B, 00520 Helsinki","60.195768, 24.941314",17.0,3,0.0,319000.0,753.03,148.13,604.9,0.0,37.5,2.0,2.0,0.0,1,0,0,2020.0,100.0,0,0
2023-03-02,20245280.0,2,130,"Leilankuja 2 B, 02230 Espoo","60.154704, 24.744541",36.0,2,0.0,174000.0,387.95,296.91,91.04,0.0,59.5,2.0,4.0,0.0,0,0,0,1976.0,63.0,0,0
2023-03-02,21803825.0,2,90,"Kääntöpiiri 2 C, 02210 Espoo","60.172178, 24.724418",35.0,3,0.0,179000.0,301.28,266.18,35.1,0.0,58.5,2.0,2.0,0.0,0,0,0,1978.0,74.0,0,0
2023-03-02,20376752.0,1,149,"Iskospolku 4 B 63, 01600 Vantaa","60.261754, 24.851173",27.0,5,1.0,230300.0,562.92,175.5,285.27,102.15,45.0,2.0,5.0,0.0,1,1,0,2022.0,85.0,0,0
2023-03-02,21462914.0,3,98,"Porekuja 1 C, 00870 Helsinki","60.16358, 25.045984",34.0,2,0.0,178000.0,257.4,257.4,0.0,0.0,46.5,2.0,1.0,0.0,1,1,0,1991.0,65.0,0,0
2023-03-02,21839936.0,3,187,"Asteritie 3 B, 00720 Helsinki","60.246708, 25.000648",28.0,3,0.0,170000.0,814.87,131.25,561.12,119.0,35.0,1.0,3.0,1.0,1,0,0,2019.0,90.0,0,0
2023-03-02,20029642.0,3,59,"Albertinkatu 46 A, 00180 Helsinki","60.166239, 24.930372",11.0,2,0.0,390000.0,190.0,190.0,0.0,0.0,50.0,1.0,4.0,0.0,0,0,0,1928.0,75.0,1,0
2023-03-02,,3,164,"Larin Kyöstin polku 4 B 40, 00650 Helsinki","60.229402, 24.971029",19.0,5,1.0,340800.0,1994.3400000000001,235.13,1759.21,0.0,47.5,2.0,2.0,0.0,1,0,0,2024.0,,0,0
2023-03-02,,3,164,"Maaherrantie 34 A 32, 00650 Helsinki","60.229706, 24.970956",19.0,5,1.0,363000.0,2086.46,255.85,1830.61,0.0,59.5,2.0,6.0,0.0,0,0,0,2023.0,,0,0
2023-03-02,70058461.0,3,270,"Ristiretkeläistenkatu 11 A, 00710 Helsinki","60.226148, 24.986685",38.0,3,0.0,309000.0,259.7,259.7,0.0,0.0,49.0,2.0,2.0,0.0,1,1,0,2020.0,31.0,1,0
2023-03-02,1337974.0,3,134,"Lampuotilantie 34-36, 00630 Helsinki","60.232886, 24.928398",34.0,2,0.0,217000.0,239.6,234.6,0.0,0.0,51.0,2.0,4.0,1.0,1,0,0,1959.0,144.0,1,0
2023-03-02,21037190.0,2,236,"Kaskenkaatajantie 8 A, 02100 Espoo","60.180696, 24.79379",33.0,2,0.0,246000.0,435.6,226.8,208.8,0.0,41.0,1.0,4.0,1.0,1,0,0,1958.0,46.0,1,0
2023-03-02,,2,130,"Matinkallio 10, 02230 Espoo","60.163053, 24.746483",34.0,3,0.0,279000.0,252.0,252.0,0.0,0.0,56.0,2.0,3.0,0.0,1,1,0,2005.0,36.0,0,0
2023-03-02,21942675.0,1,231,"Rosendalinkuja 5 B, 01520 Vantaa","60.267188, 24.967727",35.0,3,0.0,228000.0,252.0,224.0,28.0,0.0,56.0,2.0,3.0,0.0,0,1,0,2008.0,39.0,0,0
2023-03-02,21655369.0,1,10,"Pyhtäänkorventie 23 B, 01530 Vantaa","60.300246, 24.974238",50.0,3,0.0,219000.0,207.0,207.0,0.0,0.0,46.0,1.0,1.0,0.0,0,0,0,1954.0,20.0,0,0
2023-03-02,1337883.0,1,204,"Angervopolku 3, 01390 Vantaa","60.309865, 25.007514",46.0,2,0.0,165000.0,221.36,147.2,74.16,0.0,46.0,2.0,1.0,1.0,0,1,0,1990.0,12.0,0,0
2023-03-02,1337996.0,3,182,"Ohjaajantie 3, 00400 Helsinki","60.227472, 24.89435",27.0,2,0.0,208000.0,424.32,264.0,160.32,0.0,48.0,2.0,2.0,0.0,1,0,0,1954.0,96.0,0,1
2023-03-02,1337261.0,3,96,"Koskelantie 25, 00610 Helsinki","60.211754, 24.95494",27.0,3,0.0,239000.0,262.0,262.0,0.0,0.0,46.0,2.0,2.0,0.0,1,0,0,1952.0,203.0,1,1
2023-03-02,70037458.0,3,164,"Käskynhaltijantie 40 A19, 00640 Helsinki","60.231507, 24.955773",27.0,4,1.0,258150.0,734.97,360.84,374.13,0.0,48.5,2.0,3.0,0.0,1,0,0,2024.0,50.0,0,0
2023-03-02,9924185.0,2,262,"Perilänkuja 6 B, 02600 Espoo","60.216014, 24.829434",34.0,3,0.0,298000.0,405.15,189.15,213.4,0.0,48.5,2.0,5.0,0.0,1,0,0,2019.0,67.0,0,0
2023-03-02,20088259.0,3,4,"Vesilinnankatu 19 B, 00510 Helsinki","60.1904, 24.944484",17.0,3,0.0,275000.0,289.8,247.8,42.0,0.0,42.0,1.0,1.0,0.0,0,0,0,1931.0,113.0,0,0
2023-03-02,535897.0,3,121,"Halkosuontie 5 A, 00660 Helsinki","60.245045, 24.945088",34.0,3,0.0,265000.0,141.0,141.0,0.0,0.0,47.0,2.0,1.0,0.0,0,0,0,1964.0,6.0,1,1
2023-03-02,21026955.0,3,1,"Kirstinkatu 3 B, 00530 Helsinki","60.186129, 24.94715",15.0,3,0.0,289000.0,144.0,144.0,0.0,0.0,46.5,2.0,6.0,1.0,1,0,0,1956.0,74.0,1,0
2023-03-02,20372541.0,2,130,"Leilankuja 4 D, 02230 Espoo","60.154142, 24.743339",38.0,3,0.0,159000.0,291.63,266.75,24.88,0.0,48.5,2.0,1.0,0.0,1,0,0,1978.0,57.0,1,1
2023-03-02,20479593.0,3,202,"Punahilkantie 14 C, 00820 Helsinki","60.204997, 25.062814",33.0,2,0.0,215000.0,428.04,236.16,191.88,0.0,49.0,2.0,1.0,0.0,0,0,0,1957.0,96.0,0,0
2023-03-02,70037454.0,3,164,"Käskynhaltijantie 40 A16, 00640 Helsinki","60.231507, 24.955773",27.0,4,1.0,187390.0,505.76,234.36,271.4,0.0,31.5,1.0,3.0,0.0,1,0,0,2024.0,50.0,0,0
2023-03-02,70037441.0,3,164,"Käskynhaltijantie 40 A4, 00640 Helsinki","60.231507, 24.955773",27.0,4,1.0,183690.0,504.1,238.08,266.02,0.0,32.0,1.0,1.0,0.0,1,0,0,2024.0,50.0,0,0
2023-03-02,,3,48,"Länsisatamankatu 18 F 119, 00180 Helsinki","60.15916, 24.911279",17.0,5,1.0,391600.0,1959.71,396.05,1563.66,0.0,44.5,2.0,5.0,0.0,1,0,0,2024.0,,0,0
2023-03-02,21291281.0,3,188,"Sepänkatu 7 B, 00150 Helsinki","60.159326, 24.939989",13.0,2,0.0,355000.0,189.0,189.0,0.0,0.0,42.0,2.0,3.0,1.0,0,0,0,1963.0,41.0,1,1
2023-03-02,9800647.0,3,80,"Vähäntuvantie 4 E, 00390 Helsinki","60.23402, 24.853525",34.0,3,0.0,169000.0,415.34,178.6,236.74,0.0,38.0,2.0,4.0,1.0,1,0,0,1968.0,72.0,1,1
2023-03-02,1335306.0,3,137,"Sallatunturintie 1, 00970 Helsinki","60.235489, 25.120433",37.0,3,0.0,167000.0,277.16,220.16,57.0,0.0,47.5,2.0,2.0,0.0,0,0,0,1968.0,96.0,1,0
2023-03-02,70057606.0,2,240,"Vesipirtintie 4 A, 02330 Espoo","60.169573, 24.623558",51.0,3,0.0,298000.0,446.25,231.0,215.25,0.0,52.5,2.0,,0.0,1,1,0,2019.0,30.0,0,0
2023-03-02,21650789.0,3,274,"Lokkisaarentie 11 C, 00980 Helsinki","60.216519, 25.141835",42.0,3,0.0,169000.0,356.69,252.86,39.27,0.0,53.0,2.0,3.0,1.0,1,0,0,1965.0,483.0,1,0
2023-03-02,1337496.0,3,164,"Veräjä 8, 00650 Helsinki","60.231406, 24.973433",22.0,3,0.0,199000.0,685.73,156.4,529.33,247.76,34.0,2.0,1.0,0.0,1,0,0,2020.0,30.0,0,0
2023-03-02,,2,153,"Niittyportinpolku 4, 02200 Espoo","60.169623, 24.771669",32.0,3,0.0,252000.0,158.0,158.0,0.0,0.0,39.5,1.0,2.0,0.0,1,0,0,2017.0,41.0,0,0
2023-03-02,20486162.0,3,170,"Höyrypolku 4 A, 00520 Helsinki","60.200888, 24.928257",14.0,3,0.0,300000.0,154.8,154.8,0.0,0.0,36.0,2.0,3.0,0.0,1,0,0,2022.0,100.0,0,0
2023-03-02,21721285.0,3,274,"Haapasaarentie 11 E, 00960 Helsinki","60.219608, 25.142102",42.0,2,0.0,154000.0,337.85,324.6,13.25,0.0,55.5,2.0,1.0,0.0,1,0,0,1965.0,661.0,1,0
2023-03-02,539575.0,1,128,"Martinpolku 6-8 A, 01620 Vantaa","60.277584, 24.84626",33.0,,0.0,179000.0,219.05,135.45,83.6,0.0,31.5,1.0,6.0,0.0,1,0,0,2018.0,115.0,0,0
2023-03-02,20702838.0,3,108,"Itälahdenkatu 10 A, 00210 Helsinki","60.149223, 24.881145",24.0,1,0.0,195000.0,147.4,147.4,0.0,0.0,33.5,1.0,6.0,0.0,1,0,0,1974.0,70.0,0,1
2023-03-02,17065738.0,3,274,"Lokkisaarentie 13 D, 00980 Helsinki","60.217238, 25.141755",43.0,3,,173000.0,665.2,256.15,338.2,0.0,56.0,2.0,1.0,0.0,1,0,0,1965.0,,1,0
2023-03-02,,3,55,"Neljäs linja 17-19, 00530 Helsinki","60.18498, 24.94688",15.0,3,0.0,389000.0,404.56,208.0,196.56,0.0,52.0,2.0,6.0,0.0,1,0,0,1962.0,216.0,1,1
2023-03-02,9469270.0,3,4,"Aleksis Kiven katu 48 E, 00510 Helsinki","60.191088, 24.947754",18.0,2,0.0,325000.0,280.88,280.88,0.0,0.0,52.5,2.0,4.0,0.0,1,0,0,1962.0,375.0,1,0
2023-03-02,20029259.0,2,153,"Niittyportti 2 B 74, 02200 Espoo","60.170741, 24.772784",31.0,5,1.0,319500.0,1393.0,199.5,1193.5,0.0,47.5,2.0,5.0,0.0,1,0,0,2023.0,75.0,0,0
2023-03-02,1338191.0,1,149,"Korutie 2 A 27, 01600 Vantaa","60.258907, 24.857259",28.0,5,1.0,305413.92,426.64,220.0,206.64,0.0,55.0,3.0,4.0,0.0,1,1,0,2023.0,65.0,0,0
2023-03-02,1338175.0,1,149,"Korutie 2 A 1, 01600 Vantaa","60.258907, 24.857259",28.0,5,1.0,239613.36,352.12,190.0,162.12,0.0,47.5,3.0,2.0,0.0,1,0,0,2023.0,65.0,0,0
2023-03-02,21804045.0,3,34,"Susitie 3 A, 00800 Helsinki","60.19951, 25.035744",25.0,3,0.0,260000.0,299.25,261.0,38.25,0.0,45.0,3.0,1.0,0.0,1,0,0,1957.0,8.0,0,0
2023-03-02,,3,48,"Länsisatamankatu 18 G 122, 00180 Helsinki","60.15916, 24.911279",17.0,5,1.0,322500.0,1621.49,333.75,1287.74,0.0,37.5,1.0,2.0,0.0,1,0,0,2024.0,,0,0
2023-03-02,21716967.0,1,197,"Jousitie 14 F, 01280 Vantaa","60.252289, 25.101161",39.0,3,0.0,189000.0,300.82,263.63,37.19,0.0,55.5,2.0,1.0,1.0,1,1,0,1979.0,28.0,1,0
2023-03-02,20190727.0,1,128,"Raappavuorenpolku 1 A, 01620 Vantaa","60.275666, 24.843607",36.0,2,0.0,157000.0,232.5,232.5,0.0,0.0,46.5,2.0,2.0,0.0,1,0,0,1999.0,47.0,0,0
2023-03-02,20313209.0,3,135,"Mannerheimintie 152 A, 00270 Helsinki","60.195039, 24.901346",18.0,2,0.0,279000.0,250.0,224.0,26.0,0.0,40.0,2.0,6.0,0.0,0,0,0,1946.0,84.0,0,0
2023-03-02,20322161.0,3,191,"Klaavuntie 4 A, 00910 Helsinki","60.209493, 25.097512",31.0,2,0.0,167000.0,307.13,307.13,0.0,0.0,52.5,2.0,1.0,0.0,1,0,0,1961.0,72.0,1,0
2023-03-02,21644419.0,1,237,"Silkkitehtaantie 5 A, 01300 Vantaa","60.288132, 25.036902",27.0,3,0.0,325000.0,917.35,162.75,754.6,0.0,46.5,2.0,4.0,1.0,1,0,0,2020.0,52.0,1,0
2023-03-02,17068359.0,3,15,"Korppaantie 3, 00300 Helsinki","60.208344, 24.888857",24.0,2,,287000.0,664.62,268.18,396.44,0.0,55.3,2.0,3.0,1.0,1,0,0,1961.0,,0,0
2023-03-02,62713.0,3,250,"Urheilukatu 38 A, 00250 Helsinki","60.189143, 24.918648",16.0,3,0.0,279000.0,216.0,216.0,0.0,0.0,30.0,1.0,1.0,0.0,0,0,0,1937.0,,1,1
2023-03-02,1337908.0,1,267,"Lummetie 37, 01300 Vantaa","60.298253, 25.021568",39.0,2,0.0,208000.0,215.71,215.71,0.0,0.0,58.3,2.0,1.0,1.0,0,1,0,1986.0,6.0,0,0
2023-03-02,1336714.0,3,122,"Radiokuja 6, 00240 Helsinki","60.203249, 24.921553",22.0,3,0.0,375000.0,1849.6999999999998,222.6,1627.1,0.0,53.0,3.0,2.0,0.0,1,0,0,2018.0,59.0,0,0
2023-03-02,21802554.0,1,84,"Merikotkankuja 3 A, 01450 Vantaa","60.35272, 25.077148",38.0,3,0.0,239500.0,221.95,196.95,25.0,0.0,50.5,2.0,16.0,1.0,1,0,0,2018.0,121.0,1,0
2023-03-02,63390.0,3,80,"Konalantie 39 A, 00390 Helsinki","60.237501, 24.847691",36.0,,0.0,213000.0,525.24,150.1,333.81,41.329999999999984,39.5,2.0,1.0,0.0,1,0,0,2017.0,,0,0
2023-03-02,946941.0,3,55,"Wallininkuja 2, 00530 Helsinki","60.184509, 24.945415",14.0,3,0.0,270000.0,313.95,165.0,148.95,0.0,30.0,1.0,6.0,0.0,1,0,0,1959.0,90.0,1,1
2023-03-02,21299122.0,3,125,"Huhtatie 6, 00700 Helsinki","60.258187, 25.010114",33.0,2,0.0,164000.0,228.13,166.08,62.05,0.0,36.5,1.0,1.0,1.0,0,1,0,1985.0,23.0,0,0
2023-03-02,20171190.0,2,279,"Ullanmäentie 12 C, 02750 Espoo","60.206097, 24.707507",31.0,3,0.0,189000.0,733.77,80.6,653.17,0.0,31.0,1.0,4.0,0.0,1,0,0,2018.0,87.0,0,0
2023-03-02,1399.0,2,159,"Piispanportti 7 B39, 02240 Espoo","60.164168, 24.732516",37.0,3,1.0,297600.0,357.31,190.65,166.66,0.0,46.5,2.0,2.0,0.0,0,0,0,2023.0,63.0,0,0
2023-03-02,20065694.0,2,127,"Klovinportti 4 B, 02180 Espoo","60.203817, 24.758689",38.0,3,0.0,238000.0,946.05,180.6,765.45,0.0,42.0,2.0,2.0,0.0,1,0,0,2018.0,47.0,0,0
2023-03-02,1337519.0,1,75,"Jaspiskuja 18, 01700 Vantaa","60.318727, 24.849451",39.0,3,0.0,179000.0,122.85,122.85,0.0,0.0,31.5,1.0,6.0,1.0,1,0,0,2016.0,54.0,1,0
2023-03-02,20920151.0,3,143,"Munkkiniemen puistotie 24 A, 00330 Helsinki","60.198275, 24.875354",30.0,2,0.0,355000.0,238.7,238.7,0.0,0.0,43.4,2.0,5.0,0.0,1,0,0,1956.0,25.0,1,1
2023-03-02,20180992.0,3,92,"Svinhufvudintie 9 C, 00570 Helsinki","60.18811, 25.010632",18.0,2,0.0,275000.0,299.0,299.0,0.0,0.0,47.0,2.0,2.0,0.0,1,0,0,1961.0,50.0,1,1
2023-03-02,21314059.0,3,164,"Torivoudintie 13-19 A, 00640 Helsinki","60.23221, 24.973114",24.0,1,0.0,179000.0,195.7,195.7,0.0,0.0,51.5,2.0,1.0,0.0,1,0,0,1983.0,54.0,1,1
2023-03-02,20408489.0,3,135,"Pihlajatie 40 A, 00270 Helsinki","60.195711, 24.898905",20.0,3,0.0,298000.0,215.0,215.0,0.0,0.0,43.0,2.0,7.0,1.0,0,0,0,1946.0,46.0,0,0
2023-03-02,1337909.0,3,227,"Päivärinnankatu 5, 00250 Helsinki","60.18859, 24.916045",14.0,2,0.0,279000.0,339.2,244.0,95.2,0.0,40.0,2.0,4.0,0.0,0,0,0,1937.0,35.0,1,0
2023-03-02,21170966.0,3,55,"Helsinginkatu 2 B, 00500 Helsinki","60.18745, 24.960815",13.0,3,0.0,239000.0,262.66,212.5,50.16,0.0,42.5,1.0,6.0,0.0,1,0,0,1936.0,103.0,0,0
2023-03-02,20767176.0,1,128,"Kivivuorentie 10 A, 01620 Vantaa","60.28044, 24.853843",31.0,3,0.0,219000.0,773.7,172.3,601.4,0.0,46.5,2.0,3.0,0.0,1,1,0,2011.0,67.0,0,0
2023-03-02,20300072.0,2,209,"Linjaloistonkatu 3 B, 02330 Espoo","60.164556, 24.623494",47.0,3,0.0,210000.0,575.0,172.0,403.0,0.0,42.0,2.0,3.0,0.0,0,0,0,2019.0,,0,0
2023-03-02,20174252.0,3,55,"Agricolankatu 9 A, 00530 Helsinki","60.184394, 24.953629",12.0,2,0.0,320000.0,284.75,147.6,137.15,0.0,41.0,1.0,1.0,0.0,0,0,0,1911.0,107.0,0,0
2023-03-02,20674926.0,3,164,"Välimetsäntie 7 A, 00620 Helsinki","60.224028, 24.948202",22.0,3,0.0,273000.0,235.88,235.88,0.0,0.0,42.5,2.0,4.0,1.0,0,0,0,2015.0,53.0,0,0
2023-03-02,20519536.0,1,267,"Klökarsintie 1 C 31, 01300 Vantaa","60.30037, 25.016616",45.0,5,1.0,229000.0,603.35,188.0,193.98,221.37,47.0,2.0,2.0,1.0,0,0,0,2023.0,53.0,0,0
2023-03-02,7974479.0,3,181,"Sulkapolku 1 C44, 00370 Helsinki","60.224635, 24.857349",22.0,5,1.0,273100.0,802.98,310.5,492.48,0.0,54.0,2.0,2.0,0.0,1,1,0,2022.0,57.0,0,0
2023-03-02,1338188.0,1,119,"Haltiantie 10 A 26, 01600 Vantaa","60.271952, 24.860147",34.0,5,1.0,231000.0,531.86,239.7,292.16,0.0,51.0,3.0,6.0,0.0,1,0,0,2021.0,42.0,0,0
2023-03-02,1338112.0,3,55,"Kolmas linja 3, 00530 Helsinki","60.181334, 24.952349",12.0,2,0.0,259000.0,244.0,244.0,0.0,0.0,40.0,2.0,2.0,0.0,0,0,0,1963.0,66.0,1,0
2023-03-02,1338080.0,1,218,"Koivukyläntie 51, 01350 Vantaa","60.316329, 25.038735",44.0,3,0.0,185000.0,151.2,151.2,0.0,0.0,42.0,2.0,4.0,0.0,1,1,0,2014.0,42.0,1,1
2023-03-02,21595963.0,1,267,"Klökarsintie 1 A 1, 01300 Vantaa","60.30065, 25.01774",44.0,5,1.0,249000.0,680.35,220.0,201.3,259.05,55.0,3.0,1.0,0.0,0,0,0,2023.0,53.0,0,0
2023-03-02,21524746.0,1,149,"Kilterinkaari 10, 01600 Vantaa","60.258263, 24.849582",32.0,3,0.0,242500.0,621.15,191.9,429.25,0.0,50.5,2.0,3.0,0.0,1,0,0,2013.0,59.0,0,0
2023-03-02,21999359.0,2,236,"Mäntyviita 4 A, 02110 Espoo","60.179075, 24.811721",30.0,3,0.0,298000.0,376.92,191.95,184.97,0.0,45.0,1.0,5.0,0.0,1,0,0,1954.0,55.0,1,0
2023-03-02,544758.0,3,15,"Steniuksentie 41 B, 00320 Helsinki","60.213831, 24.897659",27.0,3,0.0,249000.0,521.2,220.35,298.35,0.0,39.0,2.0,3.0,0.0,1,0,0,1961.0,30.0,1,1
2023-03-02,,3,164,"Larin Kyöstin polku 4 B 35, 00650 Helsinki","60.229402, 24.971029",19.0,5,1.0,303500.0,1772.1000000000001,205.43,1566.67,0.0,41.5,2.0,2.0,0.0,1,0,0,2024.0,,0,0
2023-03-02,1338021.0,3,55,"Helsinginkatu 8, 00500 Helsinki","60.1871, 24.956473",16.0,2,0.0,159000.0,200.6,200.6,0.0,0.0,34.0,1.0,1.0,0.0,0,0,0,1928.0,83.0,1,0
2023-03-02,20078896.0,1,231,"Rosendalinrinki 3 B, 01520 Vantaa","60.268857, 24.968754",35.0,3,0.0,199000.0,322.56,199.2,0.0,123.36,48.0,2.0,7.0,1.0,1,1,0,2009.0,59.0,0,0
2023-03-02,20759677.0,1,8,"Ojalehdonkuja 2 F, 01400 Vantaa","60.325647, 25.058024",37.0,3,0.0,189000.0,415.25,284.15,131.1,0.0,50.5,2.0,2.0,0.0,1,0,0,2022.0,45.0,0,0
2023-03-02,1337929.0,3,135,"Pihlajatie 26, 00270 Helsinki","60.194004, 24.901341",20.0,2,0.0,259000.0,315.0,294.0,21.0,0.0,42.0,2.0,1.0,0.0,0,0,0,1945.0,25.0,1,0
2023-03-02,1337878.0,3,274,"Kaivonkatsojantie 2, 00980 Helsinki","60.205957, 25.1358",33.0,2,0.0,200000.0,355.67,342.13,13.54,0.0,59.5,3.0,2.0,0.0,1,0,0,2000.0,69.0,1,1
2023-03-02,543525.0,3,270,"Harjannetie 9 B, 00710 Helsinki","60.229923, 24.995458",37.0,3,0.0,229000.0,268.38,268.38,0.0,0.0,47.5,2.0,7.0,0.0,1,1,0,2005.0,73.0,0,0
2023-03-02,21803479.0,1,149,"Kilterinrinne 5 B, 01600 Vantaa","60.255565, 24.851903",36.0,3,0.0,210000.0,766.0,142.5,623.5,0.0,47.5,2.0,4.0,0.0,1,0,0,2014.0,63.0,0,0
2023-03-02,20044187.0,2,209,"Tiimalasintie 6 B, 02330 Espoo","60.1678, 24.614378",50.0,3,0.0,169000.0,334.92,237.0,97.92,0.0,30.0,2.0,3.0,0.0,1,0,0,2021.0,31.0,0,0
2023-03-02,1334913.0,3,4,"Viipurinkatu 1, 00510 Helsinki","60.190822, 24.946717",19.0,3,0.0,285000.0,219.35,219.35,0.0,0.0,41.0,2.0,5.0,0.0,1,0,0,1962.0,375.0,0,0
2023-03-02,63428.0,1,75,"Jaspiskuja 5 B, 01700 Vantaa","60.316728, 24.847988",35.0,3,0.0,193900.0,802.92,156.6,545.4,100.91999999999996,43.5,2.0,4.0,0.0,1,0,0,2016.0,,1,0
2023-03-02,70037444.0,3,164,"Käskynhaltijantie 40 A6, 00640 Helsinki","60.231507, 24.955773",27.0,4,1.0,242760.0,701.45,349.68,351.77,0.0,47.0,2.0,1.0,0.0,1,0,0,2024.0,50.0,0,0
2023-03-02,536008.0,2,159,"Gräsantörmä 11 A, 02200 Espoo","60.166866, 24.747119",34.0,,0.0,219000.0,215.8,215.8,0.0,0.0,41.5,2.0,3.0,0.0,1,0,0,2004.0,33.0,0,0
2023-03-02,70041489.0,3,108,"Wavulinintie 5 B, 00210 Helsinki","60.153797, 24.877185",22.0,2,0.0,270000.0,244.75,244.75,0.0,0.0,44.5,2.0,3.0,0.0,1,0,0,1972.0,45.0,1,1
2023-03-02,63359.0,3,55,"Hämeentie 50 B, 00500 Helsinki","60.187022, 24.961081",13.0,2,0.0,279500.0,265.0,265.0,0.0,0.0,53.0,2.0,6.0,0.0,1,0,0,1990.0,,0,0
2023-03-02,20300296.0,3,55,"Kirstinkatu 15 A, 00510 Helsinki","60.188834, 24.946856",17.0,3,0.0,269750.0,168.0,168.0,0.0,0.0,41.5,2.0,6.0,1.0,1,0,0,1962.0,50.0,0,0
2023-03-02,63322.0,1,75,"Jaspiskuja 5 B, 01700 Vantaa","60.316728, 24.847988",35.0,3,0.0,185900.0,784.02,156.6,526.5,100.91999999999996,43.5,2.0,3.0,0.0,1,0,0,,,1,0
2023-03-02,20759893.0,3,274,"Purjetie 10 B, 00980 Helsinki","60.209909, 25.145429",31.0,3,0.0,239000.0,261.6,261.6,0.0,0.0,54.5,2.0,1.0,0.0,0,1,0,2012.0,66.0,0,0
2023-03-02,1337655.0,3,15,"Isonnevantie 11, 00320 Helsinki","60.211377, 24.891275",27.0,3,0.0,188000.0,170.5,170.5,0.0,0.0,31.0,1.0,1.0,0.0,1,0,0,1959.0,14.0,0,0
2023-03-02,62928.0,1,40,"Kanneltie 2, 01260 Vantaa","60.291179, 25.119398",45.0,3,0.0,238000.0,150.0,150.0,0.0,0.0,45.0,2.0,1.0,1.0,0,1,0,2019.0,,0,0
2023-03-02,21635926.0,3,226,"Pääskylänrinne 4 B, 00500 Helsinki","60.187581, 24.966196",16.0,3,0.0,259000.0,306.0,306.0,0.0,0.0,51.0,2.0,1.0,0.0,0,0,0,1938.0,72.0,0,0
